User ID,Gender,Age,EstimatedSalary,Purchased
50910172,Male,48,45930,0
72744322,Male,40,96835,1
67805563,Female,55,45090,1
16404003,Female,37,102489,0
81244178,Female,40,67142,1
61939266,Male,33,41475,0
43267858,Female,59,33888,1
31114003,Female,25,58732,1
96641503,Female,38,96623,0
20421958,Male,18,61305,0
87809459,Male,25,61037,0
22984808,Male,46,24346,0
24764960,Female,49,15587,1
60402943,Female,55,27763,1
86241446,Female,22,74165,1
63777024,Male,39,84615,0
93494666,Male,51,51116,0
80721464,Female,18,100751,1
94711896,Male,43,106353,0
89214742,Male,27,105301,1
53799966,Male,47,110648,1
20047453,Male,35,40556,1
45581225,Female,34,74042,1
44109026,Male,43,33099,1
52090758,Male,25,60096,0
26037627,Male,57,86986,0
90337039,Male,29,28230,0
30281689,Female,44,44009,1
67631343,Female,25,85969,1
81450611,Male,42,48866,1
56510960,Male,21,99246,1
42797855,Male,50,91975,0
44795514,Male,18,56855,0
15184502,Male,36,96557,1
33448674,Male,48,21416,1
65223954,Female,33,87516,1
40948143,Male,31,70915,0
22503247,Female,22,33058,0
64006163,Female,58,91637,0
61910807,Male,43,55718,1
64847136,Female,45,47602,1
83150359,Female,19,89658,0
40831219,Female,23,93112,1
33101383,Female,26,73067,0
27569187,Female,50,42516,1
64710375,Female,58,102969,0
64456147,Male,42,16089,1
88110973,Female,30,52346,0
49501026,Female,26,89663,0
43163773,Female,30,25487,0
21310552,Male,48,15155,0
41146082,Female,58,82494,0
31104792,Male,28,91229,0
31739356,Female,21,119648,1
21471761,Male,51,53547,1
29576703,Male,55,43795,1
85092305,Female,21,70296,0
82429249,Female,55,36447,0
28877237,Male,36,51598,1
56918818,Female,23,56814,0
33705256,Male,51,105751,0
94504547,Male,35,90330,0
87633091,Male,30,113745,0
89452960,Male,58,102960,0
65403796,Male,40,78278,1
33508102,Female,36,70077,1
19405634,Male,28,117932,1
15853584,Male,18,86906,1
34947744,Female,41,24528,1
58491183,Male,24,108812,0
47856186,Female,42,65100,0
58673237,Female,38,23179,0
75293686,Female,32,63781,0
11983509,Male,18,70267,1
28298917,Male,29,97379,1
53563237,Male,24,38952,1
87729132,Female,32,68798,0
87275698,Male,38,113696,1
83214389,Female,36,65939,0
36365210,Male,46,44516,1
68245345,Female,42,71526,1
37180308,Male,50,25449,0
21326237,Male,49,65290,0
96343264,Male,52,101661,1
71864219,Female,55,87954,1
64434670,Female,43,37746,0
97692768,Male,28,82990,1
43255876,Male,52,73810,1
59114107,Female,25,98297,0
25900476,Female,31,30223,1
50820227,Female,27,87237,0
89688895,Male,19,17597,1
97927856,Female,26,80677,0
63059071,Male,20,17659,1
99595920,Female,38,101516,0
22707035,Male,43,89567,1
15130397,Female,25,30037,0
80560220,Female,19,61738,1
46998516,Female,23,118965,1
46481541,Female,45,86678,1
76385640,Female,46,27109,1
76880548,Male,43,37010,1
88384476,Female,42,23787,1
52058334,Female,29,23472,1
59742523,Female,22,38383,1
49769056,Male,51,76709,1
65174259,Female,54,84785,0
66688830,Male,32,49518,0
53369428,Female,53,68909,1
24650271,Female,32,33351,0
41725526,Male,40,84624,1
89348896,Female,23,68330,1
28992383,Male,38,30282,0
80995266,Male,40,99866,1
66877183,Female,33,36778,1
94574185,Male,32,39264,0
11989173,Female,42,74675,0
46635193,Female,53,20075,1
42474983,Male,28,90948,0
43999533,Male,32,63454,0
24716695,Male,21,43365,1
73967150,Male,38,87766,0
73981206,Female,30,63200,0
74785345,Female,39,26002,1
27882750,Male,36,28947,0
88725274,Female,51,94222,0
70303849,Female,31,109840,1
20192257,Female,21,93610,1
53167705,Female,44,67142,1
31130343,Male,46,71307,0
50869792,Male,45,19493,1
59913224,Female,52,65085,1
74356138,Male,25,49228,0
77607727,Male,33,94676,1
63007836,Male,59,66875,1
75541801,Female,53,46655,1
68114585,Female,47,58472,1
36658609,Female,35,64437,0
86294551,Male,19,64416,1
40024204,Female,30,74711,1
92008891,Female,21,21816,0
58715257,Male,43,92175,1
32268806,Female,42,79307,0
16512440,Female,47,61733,0
22431395,Male,28,110028,0
83208492,Male,24,26240,1
39093907,Male,48,113234,0
46253447,Female,27,107493,0
72134783,Female,56,113344,0
72460303,Female,30,86363,1
93831437,Male,48,47762,1
74447435,Male,24,23259,1
59895282,Female,59,65139,1
12503771,Female,59,29849,1
80286689,Male,53,96768,1
10996161,Male,37,104709,1
14183839,Male,21,69869,0
77775190,Male,24,78095,0
77758014,Female,18,85910,0
30153173,Male,59,101710,0
77227698,Female,30,38567,1
58939582,Female,39,50292,0
66224957,Female,38,89813,0
32725756,Male,39,112136,0
81531065,Male,45,66631,0
11079600,Male,26,24885,1
36191539,Male,43,74659,1
42576169,Female,26,69306,1
53381573,Male,32,81314,0
80612021,Male,27,80087,1
35050090,Female,41,44165,0
18849851,Male,59,73929,1
70779108,Female,25,82028,1
76009351,Female,41,110998,1
95871668,Female,33,64812,1
94890726,Female,43,65500,1
97753580,Female,44,94151,0
39549535,Female,54,73643,1
10449395,Female,21,59900,0
31921117,Female,41,57946,0
50308782,Male,36,22851,0
61592034,Male,53,31288,0
63386038,Male,56,87692,0
67351079,Male,27,82580,1
41530803,Female,42,22368,1
43266319,Male,35,100436,1
40503180,Female,36,111136,1
13379569,Male,53,61403,0
80009467,Male,27,106170,1
54910237,Male,50,24168,1
52165906,Female,22,101497,0
69855504,Male,52,64879,0
99473854,Female,51,74871,1
16319707,Female,50,104388,1
78532150,Male,38,113646,0
13695961,Male,34,47174,1
88911293,Male,39,114751,1
46396424,Female,54,107491,1
14294539,Male,32,21581,1
21609076,Female,52,86853,0
83204793,Female,45,79046,0
48498937,Male,24,64678,0
10803328,Male,49,41649,1
30840174,Female,28,103668,1
11043233,Female,27,97325,1
87209213,Female,26,29567,1
10529525,Male,31,95404,1
26953831,Female,30,104906,0
66996736,Male,42,111019,1
84583311,Female,19,76944,1
81709884,Female,52,93002,0
92235366,Male,24,43803,1
13699391,Female,38,33230,0
87183765,Male,35,32862,0
58487260,Male,20,58355,0
67338102,Female,59,46259,0
80721474,Male,56,114075,0
25192217,Male,58,102445,1
62496015,Female,28,45795,0
20292658,Male,56,23770,0
43698788,Male,41,26093,1
71819576,Male,36,61571,1
73362116,Female,21,15193,0
11748014,Male,43,115311,1
50711152,Female,55,32569,1
60296557,Female,59,26190,0
56216125,Male,49,77824,0
79397491,Male,56,57752,1
91949124,Male,53,47327,0
33295179,Female,57,57070,0
83706383,Male,54,100925,1
27541337,Male,50,55197,0
67399769,Male,53,17261,0
30279846,Male,20,108905,0
20970723,Male,26,41512,0
82807712,Female,25,21716,0
82193785,Female,50,101795,1
60018037,Male,23,43933,1
53351876,Male,58,19378,0
60166883,Male,56,55583,1
70361505,Male,21,100371,0
56787763,Female,30,44033,0
75732489,Male,19,39000,0
13693305,Female,22,90868,0
23470137,Female,44,57604,0
14466271,Male,49,83336,1
64717184,Female,38,110074,1
44907127,Female,25,110655,0
20495300,Female,55,88869,1
38709379,Female,25,20410,0
44654999,Male,20,98375,1
37451727,Male,20,71044,0
84815222,Female,39,78315,1
38997889,Male,23,111055,0
58978079,Male,19,86344,0
21726298,Male,40,21796,1
94607827,Male,19,101716,1
65723671,Male,55,69245,0
99843595,Female,34,58056,1
66564401,Male,52,32709,0
56673570,Male,51,73557,1
88547323,Male,40,32543,1
25033888,Male,47,52418,0
99132960,Female,25,109611,1
71704882,Female,39,118291,1
44958762,Female,53,118001,0
27028708,Female,22,111038,1
14035851,Male,30,31724,0
57685442,Female,46,18828,0
44045504,Male,48,32087,0
92396202,Male,33,27605,0
45610155,Male,59,46337,0
39469068,Male,47,20482,1
40185054,Male,33,80333,0
19702701,Female,29,107541,0
88262145,Female,34,103296,1
43127676,Female,33,65952,1
12976242,Female,29,20463,1
47317456,Male,25,85448,0
37812615,Female,37,19648,0
54653148,Male,20,48623,0
14833177,Female,33,74156,1
18454561,Male,47,50634,0
55932658,Male,40,59602,1
12597480,Female,45,64334,0
33151417,Male,57,83648,1
49673332,Male,22,37054,0
29699313,Female,37,85028,0
26934380,Male,57,37207,0
20617244,Female,18,95650,1
44086263,Female,47,114821,1
80098339,Female,38,96554,0
60234072,Male,37,36386,0
13369720,Male,23,98276,0
81819939,Male,39,74518,1
83963364,Female,35,67781,0
12640328,Male,25,67780,0
35856919,Female,56,76440,0
67658082,Female,49,59199,0
65395426,Male,50,76035,1
37348975,Female,33,23210,1
21552291,Male,29,59363,0
10070640,Male,55,93279,0
87498463,Male,51,75348,1
72976036,Male,31,70284,1
95241611,Male,53,87124,0
13741196,Female,50,83847,1
29511512,Female,40,37432,1
93692386,Female,19,79089,0
50260456,Male,58,70398,1
21720477,Male,38,114291,1
23217648,Male,19,18321,0
32558781,Female,44,96348,0
69946863,Male,26,52383,1
72784216,Female,18,93682,0
42425301,Female,28,94190,1
80373772,Male,20,67893,0
98146618,Male,40,50820,1
36778642,Female,43,81262,0
70995760,Male,21,18760,1
56547339,Female,35,37190,1
24573458,Male,23,82411,1
57911176,Male,52,38377,0
39264326,Female,39,61737,0
92896667,Male,32,84569,1
63953229,Female,39,53211,1
98132318,Male,54,97909,0
66294783,Female,59,18744,0
69145779,Female,29,39995,0
56977874,Male,59,31977,0
39365614,Female,55,112938,0
99268367,Male,35,49542,0
57010676,Male,52,25651,1
61371106,Male,47,114239,0
47327243,Female,41,93931,1
79426200,Female,59,110344,0
79872506,Male,47,117112,0
20198499,Male,31,31715,1
47342772,Female,23,59409,1
54362902,Male,20,39306,0
10197775,Male,33,34086,1
45940920,Female,24,29376,1
94673574,Male,31,76350,1
33614649,Female,26,86425,1
88507230,Male,32,118358,0
27310852,Female,38,51636,1
88535842,Male,52,101120,0
64564054,Male,19,66649,0
72989020,Female,44,49610,0
40773482,Male,19,25058,0
88733130,Female,52,89637,1
87273675,Male,35,93033,1
12276360,Female,31,85194,0
59437769,Female,37,91917,0
41665404,Female,35,79200,0
95218477,Female,27,61619,0
67849484,Male,42,32154,1
26434343,Male,19,34539,0
54079273,Female,42,75058,1
50201137,Female,50,77068,0
82571674,Female,53,92313,0
90497273,Male,48,114932,0
90954884,Male,31,45373,0
67235484,Male,18,48154,1
72182821,Male,33,21031,1
86835154,Female,20,108533,1
90768647,Female,52,86975,0
93273068,Female,58,37785,0
33020885,Male,23,93928,1
11286643,Male,42,43669,1
87031056,Male,30,109475,0
51869822,Female,51,17282,0
16200646,Female,25,49624,1
84092760,Male,38,63438,0
24509187,Female,51,104900,0
37780899,Male,21,82534,1
15409861,Male,42,46705,0
98825083,Female,32,53244,1
65478034,Male,21,89964,0
22831595,Female,29,52437,1
85524262,Male,49,92872,0
87189210,Female,49,89878,1
10448345,Female,45,87982,1
86246546,Female,30,65583,1
84936358,Male,48,53392,1
25814828,Male,31,22461,0
58763532,Female,37,115123,0
48538877,Female,35,25516,1
83851335,Male,46,94285,0
54196734,Male,23,32514,0
99630668,Male,49,115962,0
90558427,Female,46,51268,0
48503931,Male,19,105486,0
29164528,Male,40,115424,1
97580056,Female,36,51788,1
30812709,Male,48,90749,1
99589817,Male,22,76049,1
62203051,Male,36,77493,0
49301804,Female,51,51027,0
14848287,Female,27,108547,1
61152700,Female,42,57849,0
53750190,Female,19,115127,0
79334164,Female,28,32858,1
62187215,Female,48,99162,0
88998740,Female,32,94003,1
65257851,Male,26,67395,1
58518372,Male,40,54758,0
22842659,Female,36,69312,0
43978002,Male,26,83670,1
12373139,Male,52,97279,1
65553464,Female,38,30434,0
52801198,Male,26,79047,1
28892008,Male,45,62775,1
45427853,Male,24,90769,1
66882318,Male,33,81677,0
83190814,Male,33,98555,1
20986868,Female,50,100920,0
50480309,Female,21,60734,1
49521538,Female,21,116665,0
88815702,Male,56,103503,1
70972984,Female,57,55603,0
48673354,Male,34,91708,0
65454431,Male,54,96926,0
75557447,Male,56,83803,1
93845477,Male,46,54332,1
87982667,Female,53,106703,1
65860631,Female,55,36312,0
67681017,Male,56,108376,1
12667867,Female,54,99526,0
66987271,Male,52,59179,1
51241273,Female,24,86442,0
55718843,Female,44,55379,0
78452891,Male,45,32297,0
75432283,Female,39,17011,1
81275364,Male,31,59014,1
34244264,Female,24,26738,1
52734307,Male,54,109333,0
84993343,Male,39,62498,0
77606426,Female,22,26120,1
55791733,Female,19,23767,1
14578238,Male,44,37852,1
30814992,Female,38,94239,0
31288948,Female,55,15929,0
15562067,Male,32,92487,0
48791628,Male,38,106575,0
37345820,Female,27,110040,0
45154828,Male,40,32438,1
30088365,Male,56,63515,0
68842658,Male,22,20744,0
53109628,Female,18,98820,0
23021573,Female,30,57417,0
62827729,Male,38,22069,0
54620658,Female,43,57359,1
39933823,Male,38,34799,0
90155332,Female,35,113746,0
94461358,Male,54,108762,0
65519128,Male,49,85188,1
61509697,Female,53,104859,1
96966281,Male,34,22597,1
17136029,Female,52,62093,0
97350522,Female,28,52226,1
69994988,Male,38,87127,0
46869124,Male,43,106369,0
31496823,Female,21,92362,1
16285088,Male,51,41417,0
59907857,Male,35,33693,0
89569119,Male,57,94674,0
81021806,Male,52,68161,1
17468810,Male,58,17169,0
11635156,Female,46,99092,0
35301054,Female,46,37052,1
87264088,Male,55,86849,0
15001045,Male,59,88851,0
81572282,Male,38,23036,1
38267184,Female,59,46778,0
14345760,Male,30,42734,0
33930984,Female,58,38173,0
46805730,Female,34,45403,0
48019582,Female,26,81321,0
68720660,Male,58,86675,1
65229238,Female,18,21344,1
28100699,Male,19,33800,1
11722320,Female,46,40372,1
23298372,Male,50,76516,0
39702914,Female,27,35538,0
91550308,Male,57,78918,0
41657524,Female,38,29973,0
41206052,Male,45,86155,0
40413513,Male,28,115240,1
35329097,Male,51,74500,1
22243026,Male,25,51575,0
66024141,Female,39,57261,0
85356616,Female,25,42716,0
27864557,Male,32,18236,1
16195200,Female,34,30848,0
81086130,Male,40,17352,0
63363404,Male,41,16932,0
94729603,Female,36,91449,1
52489277,Male,22,23556,0
23832640,Male,49,101836,1
76360176,Female,18,20498,1
40061031,Male,40,91118,1
77201057,Male,54,65098,1
71902171,Male,25,79386,1
90197726,Male,30,24569,1
95072967,Female,25,71882,0
75812633,Female,40,85393,0
97220897,Female,18,15340,0
42043445,Male,41,58949,1
91052418,Male,52,97302,0
96601594,Female,41,77443,1
46213003,Male,34,106668,1
26689088,Male,22,89027,1
98720437,Male,37,15138,0
17102173,Male,38,15358,1
55388538,Female,57,90250,1
48720111,Female,48,100376,0
58515838,Female,53,114931,0
71356950,Male,28,45654,1
32064334,Female,32,40879,1
24681316,Female,36,96532,0
71681549,Male,24,70778,0
81209537,Male,45,52772,0
58840101,Female,22,73478,1
72468859,Female,22,79353,0
60305761,Female,47,41762,0
39367077,Female,49,28283,0
71580593,Male,25,78922,1
60011985,Female,27,54420,0
84062621,Female,55,70568,0
42843745,Male,49,100090,0
29350835,Female,45,35219,0
79562616,Male,34,72169,0
70084389,Male,48,115455,1
67597408,Male,25,89965,1
20320855,Female,57,61840,1
28130254,Female,42,59695,0
81766557,Male,26,99754,1
89945266,Female,19,92988,1
53558992,Female,32,73342,1
61628164,Male,20,33951,0
75377052,Male,53,16307,0
97349431,Female,21,95388,1
91251088,Male,31,105768,1
45409403,Female,58,50428,0
26045907,Female,58,107021,0
72754884,Female,42,90774,1
58458273,Female,27,53975,0
25734209,Male,38,16140,1
79800140,Male,53,39842,0
46081386,Male,29,41421,1
83658410,Male,44,16708,1
67395058,Female,57,18630,0
35827438,Female,19,34595,1
26663288,Male,30,91021,1
23081782,Female,49,43308,1
69387253,Female,48,59789,0
53669391,Female,33,70690,0
78181511,Male,49,41086,0
48660995,Male,49,31859,1
18234679,Male,51,22684,0
33240984,Female,28,106088,1
32383810,Male,27,16207,1
75438362,Male,32,61099,0
58566364,Male,34,82496,0
28727583,Male,57,81093,1
79019569,Male,35,44689,1
45156028,Male,26,63651,0
30568697,Female,42,28893,0
31900338,Female,57,112808,0
51311634,Male,31,81418,1
49902996,Male,42,118065,1
64481924,Female,39,75011,1
15723601,Female,47,53635,1
26618153,Male,37,71115,1
99165628,Male,38,110071,0
12382357,Male,49,93405,0
85012933,Male,38,87702,1
23630084,Female,52,93518,1
62576779,Male,49,118651,0
90890201,Male,47,87805,0
92537517,Male,56,73954,0
98132129,Male,29,43064,0
26099248,Female,58,94063,1
24677069,Female,35,17454,0
85589337,Female,38,35878,1
22433196,Male,30,66098,0
49010202,Male,38,77154,0
44626632,Female,25,27991,0
87998328,Male,57,83344,1
63237806,Male,24,119946,1
22457080,Female,40,51593,0
11222869,Female,49,51304,1
92716910,Female,28,45386,1
60066487,Female,39,70220,0
13125354,Male,39,84338,0
72802750,Male,42,109289,1
19818159,Female,39,36083,1
21145552,Male,45,33354,1
25152994,Female,46,37190,0
85191987,Female,30,21142,0
32937902,Male,35,43398,1
86415031,Female,19,66971,0
77744469,Male,46,56862,0
84588685,Male,38,113668,1
52758171,Male,32,68410,1
10067661,Male,44,34503,0
17585153,Female,48,63456,0
33335437,Male,32,115167,1
20466615,Female,40,97035,0
44861938,Female,41,23016,0
96787694,Female,30,17384,1
12966422,Female,39,77320,1
60154221,Male,54,30072,0
13708654,Male,50,117239,0
67647084,Female,20,95018,0
52573305,Female,36,55510,1
54653349,Male,40,63933,0
15872354,Female,46,36826,0
57756479,Male,47,83026,1
92649048,Female,56,40518,1
90123510,Male,42,39045,0
19810404,Female,54,65876,1
96205129,Female,25,107446,1
16292518,Male,59,105102,0
51142200,Female,33,66919,1
74413145,Female,25,114441,1
27547389,Male,18,42103,0
72132760,Female,22,51188,1
76689168,Male,20,20845,0
32419480,Male,18,101698,0
58766345,Female,21,51674,1
44021442,Female,57,34337,1
56523537,Female,52,37313,1
35153646,Female,49,41943,0
87620693,Female,59,92949,1
18411883,Female,51,15276,0
21082322,Female,42,66151,1
26203305,Male,27,32611,1
20848680,Female,38,119641,1
93031557,Male,56,26944,0
99838873,Female,44,67887,1
69292991,Female,44,96442,1
45555041,Male,19,64847,0
63028791,Female,58,73653,0
86301164,Female,30,101072,1
86658629,Male,26,71622,1
61646180,Female,53,42810,1
89357216,Female,39,92842,0
42359860,Female,59,25503,0
44499221,Male,43,99761,0
38272916,Female,29,51976,0
91861231,Female,34,26590,1
29032579,Female,31,25886,0
40354781,Female,31,27866,0
26514877,Male,51,81624,0
83545310,Male,37,83899,1
86165878,Female,28,47792,1
97554946,Female,33,24764,0
88350878,Male,48,101156,0
27810471,Male,23,57727,1
50636644,Female,36,93471,1
68534435,Male,54,23068,1
88550238,Female,21,22295,1
67975251,Male,21,56160,1
13094235,Male,37,26390,1
57870026,Male,27,35131,1
32763342,Male,41,109754,1
29636869,Female,52,90969,0
37132021,Male,43,30038,0
43942384,Male,54,67327,0
72867959,Female,55,108718,0
27807333,Male,38,92064,0
63228466,Male,57,36281,0
45912253,Female,56,69189,1
26263882,Male,38,63511,1
49138695,Female,27,23605,0
43799193,Female,55,115318,0
93721515,Female,21,16381,1
85495044,Female,37,81634,1
58014453,Male,34,34810,1
92405138,Female,24,39322,0
61569363,Male,21,56869,1
42686304,Male,46,47955,0
85149843,Male,31,76388,0
94740096,Male,20,25207,1
82456281,Male,41,102329,1
86362381,Male,54,82628,0
41699263,Male,33,43220,1
90480036,Male,21,99050,1
36216317,Male,41,118546,0
63215075,Male,51,89085,1
44970444,Female,47,37031,0
15752810,Female,35,85721,0
10571650,Female,36,95807,1
98362656,Male,48,86312,0
82017911,Female,36,74766,0
50435721,Female,36,27449,1
84531076,Female,39,104833,1
13757974,Male,41,71699,1
85900553,Male,29,96253,0
71119361,Male,47,119769,0
52321932,Male,55,61092,1
29931456,Female,48,78671,0
69376958,Female,53,25350,1
21643208,Female,36,111158,1
53928336,Female,53,115859,0
18112074,Male,47,83487,1
28967438,Male,50,32622,0
22138391,Male,35,85263,0
63050917,Female,45,68117,1
34012790,Male,28,118990,0
66004002,Male,50,73394,1
31982813,Female,34,117005,0
65616606,Female,23,116084,0
39967940,Male,21,38782,0
87822269,Male,37,43454,1
19742257,Male,44,82904,0
62044151,Male,32,30592,1
13609736,Male,23,37173,0
85169697,Male,31,48204,0
28161634,Female,28,50596,1
27163810,Female,56,49324,1
96755840,Female,26,76202,1
22225855,Male,43,104400,1
61424149,Female,33,45750,1
82347195,Male,22,91112,0
11135964,Male,27,31566,0
73446855,Female,20,22190,1
76318090,Male,30,103607,0
70203880,Male,47,53333,0
12155748,Female,23,95905,0
70676365,Female,34,104571,1
88542651,Female,36,16589,0
41808285,Male,59,40235,0
64256930,Female,52,15159,0
44427604,Female,43,27145,1
18910852,Male,22,95909,0
82764242,Female,46,46921,0
48428026,Female,54,119859,1
47617741,Female,37,31237,1
16941245,Male,38,23244,0
74770179,Male,27,29743,0
25876696,Male,22,112102,1
19451244,Male,53,61101,1
84926168,Female,23,99227,1
27606951,Male,43,114532,1
72056263,Male,21,71378,1
17021862,Female,56,86126,1
18351245,Female,56,71071,1
96448549,Female,52,86121,0
46640608,Male,18,89763,1
15345854,Male,41,108814,1
21683982,Male,53,119350,0
74365536,Female,23,27237,1
67821848,Female,58,30649,1
59875088,Male,48,52713,0
80790126,Female,37,88463,1
48187510,Female,41,60409,0
12609089,Female,42,63766,0
62840397,Male,53,61154,0
27691444,Female,38,22016,0
10953959,Female,47,94563,1
54132455,Male,41,63688,0
59818662,Male,59,104678,0
20016389,Female,47,69238,1
97255618,Female,39,73608,0
21630982,Male,45,104081,0
60676914,Male,24,46897,0
