SepalLength,SepalWidth,PetalLength,PetalWidth,Species
4.446832512996986,3.4770008817466014,3.445619925771571,0.8805259765667951,Iris-virginica
4.401896687959665,3.325695625652899,3.7008558610494706,0.5462181689792011,Iris-setosa
5.406262911197099,2.842365377679827,3.845071995855556,0.7116143347158337,Iris-versicolor
5.678120014285412,3.379484610246634,3.2993897640570817,1.377695612912878,Iris-virginica
4.963994939209833,2.613587392731214,3.6120462409052085,1.2504585938121904,Iris-setosa
5.501766448946012,2.8815906966299956,3.5062962003908975,0.5112223776007245,Iris-versicolor
5.180818012523817,2.7573182260854483,3.548838049274416,1.049666152714613,Iris-virginica
4.677440122697438,3.0409370696931615,3.1134951080722666,1.3756935616858945,Iris-setosa
5.1806978027542065,4.157329283336754,3.5122550871294713,0.16529735943931412,Iris-versicolor
5.769018283232985,2.0663674037041257,3.748999145622725,1.2716800961899675,Iris-virginica
4.9820869804450245,3.3431300951872567,4.2255718038975205,0.6686881205270767,Iris-setosa
5.782321827907003,2.193642064405174,3.9796354130426033,1.2852993342965797,Iris-versicolor
3.6901274479551276,2.764034067105283,4.576591228755778,0.6183704217287416,Iris-virginica
5.410951252187612,3.544475298483683,3.116326218555975,0.09755894966774048,Iris-setosa
5.043523534119085,3.0321400095477316,3.936160318360339,0.18622878105841867,Iris-versicolor
4.850496324767066,2.461127611035347,3.591671002869176,1.024042473330691,Iris-virginica
5.045880388267751,2.6423481453700157,4.594901466608836,1.1298612508607409,Iris-setosa
4.006215542699554,3.3397988744673377,3.095850857322424,0.5478416874477957,Iris-versicolor
4.890164056081244,2.6348166841414318,3.080139078909612,1.319296229388687,Iris-virginica
5.178556285755874,3.1082292947909873,3.200303677277989,0.16923996886552006,Iris-setosa
5.738947022370758,3.022785919951907,2.4380521378450966,0.9669601006763417,Iris-versicolor
4.740864890863176,2.6741998261970914,3.2371224891596193,0.39449190011877167,Iris-virginica
4.595753198553406,4.071972044662663,3.120433669223151,0.6740819460989205,Iris-setosa
4.749121478207732,3.3169595111590056,3.575196893238104,1.023699335658207,Iris-versicolor
5.457701058851037,1.9874287066711964,3.6708779878885798,0.5697933173580239,Iris-virginica
5.164375554829842,3.093227157384714,4.438085419607943,0.8077222278850873,Iris-setosa
4.735119898116481,2.669106767615806,3.975211919093025,1.5031464046072203,Iris-versicolor
5.256633716556678,3.426216667398112,3.2115481721687984,0.7115540652384256,Iris-virginica
5.04853877467402,2.60373963078365,3.050792664325821,1.417846056032571,Iris-setosa
5.484322495266444,2.9426317792665504,3.745959585753253,0.43514657267119095,Iris-versicolor
4.648973453061323,3.2524936394902286,2.839883396489679,1.2649020889576414,Iris-virginica
4.836168926701116,3.432877597085061,4.415729382927177,1.7207843103289502,Iris-setosa
4.803945923433921,2.3998517964721118,4.089720060360643,-0.23582225006364466,Iris-versicolor
4.268242525933941,2.832749382079526,3.265412173947648,0.6015523722647615,Iris-virginica
5.148060138532288,2.7625273444195217,2.643432735454561,1.28853606359027,Iris-setosa
5.130527636089945,2.673335383713144,4.176936187082706,0.8984773069785037,Iris-versicolor
5.00255672832123,3.882727120140548,3.442730077373691,1.1855729366856544,Iris-virginica
4.882706433312427,3.2024908554804776,4.11890815598673,0.6980074066420897,Iris-setosa
4.292314628974793,2.3695580228324773,2.7027861706028165,1.04329489373645,Iris-versicolor
4.78967733861732,3.458930973527388,3.200312488523114,0.9221613823039603,Iris-virginica
4.828642741736616,4.061078098506316,3.5026218498590915,1.5838910308299037,Iris-setosa
4.59886136538919,3.5162326302755735,3.523490296882371,1.1272104216506065,Iris-versicolor
4.919357144166995,2.2403150170229935,3.274967264260378,1.168801331037601,Iris-virginica
5.20202542840727,2.7578829635668742,3.8114249661737496,0.7940615169387664,Iris-setosa
5.943092950605265,3.6334555745933113,2.966189785308703,0.7561968879637533,Iris-versicolor
5.087288906415919,2.6461652671906095,3.4288102574893533,0.7837209060901895,Iris-virginica
5.128775195361382,3.221909714073114,3.5601478158559496,1.1972260711891485,Iris-setosa
4.962777042116916,3.387317026714668,3.7572194170293747,0.7895077595898685,Iris-versicolor
4.040614392350479,2.5365347642109586,3.855807439044445,1.1448874284482065,Iris-virginica
4.986743062275392,2.9702373219691,2.9376789540810653,2.0377003993227194,Iris-setosa
5.0301151049705135,1.3793663299654637,2.732942914632189,1.4355623517158462,Iris-versicolor
6.231621056242643,2.487806179332855,4.138838410949255,0.8369882339160795,Iris-virginica
4.903819517609438,2.87371592430342,3.666157005989796,1.6006069610819724,Iris-setosa
5.150773671166807,2.3761084090175753,3.125756731721723,0.7959623134892243,Iris-versicolor
4.982644115147378,3.8162056519658174,4.275575987761261,-0.01906226758892693,Iris-virginica
4.415660981190234,2.2849293110196838,3.5578373171464293,0.49595684454129796,Iris-setosa
5.571411407257511,2.7799777566515083,4.089648592031914,0.06460403948707216,Iris-versicolor
5.375966516343387,3.0653702886430456,3.5337592407050544,0.8242432579793457,Iris-virginica
5.3955159735215235,3.720636644533058,4.5303739624409936,1.009209189594776,Iris-setosa
4.54530627260263,2.2820689244102805,4.377670421221602,1.8382186561376415,Iris-versicolor
5.701397155468049,3.58158187607748,3.3755179257604633,1.1634636868820813,Iris-virginica
4.29907446860386,3.0051165305097935,3.9857854754771775,0.8904497355955678,Iris-setosa
5.293428546900135,2.5092456744760243,3.822687974792574,1.4147027905917446,Iris-versicolor
6.095227812904989,3.231051737131635,4.184315778766174,-0.10556765450394257,Iris-virginica
4.504731837434655,3.099529847786735,3.0175382697099478,1.117807279054283,Iris-setosa
4.716851135198614,2.6998915614206025,3.8430257299992197,1.3854325969434833,Iris-versicolor
5.049825682543821,3.0349010424950094,4.029212243424794,0.2607068771100792,Iris-virginica
4.7482621729419,2.80734320156912,2.6206302567884427,1.5718770216034645,Iris-setosa
4.224668284466934,3.056758672625624,2.9083707436671125,1.1692482037472072,Iris-versicolor
5.034281487403014,3.3310653372605232,2.48038391111995,0.7923560430495994,Iris-virginica
4.468848143136947,3.793008408072676,3.365296582777721,1.3163909330531425,Iris-setosa
5.23679621531759,2.3810922505865753,3.858771127897981,2.135346428902198,Iris-versicolor
4.540287882883098,4.066516687328133,4.251178526048014,1.0909331275292475,Iris-virginica
5.77496720250877,2.023956100238749,3.537047390209888,1.124110293150168,Iris-setosa
4.608373353831881,2.9241074524822084,4.314307772785646,0.770319550229878,Iris-versicolor
4.838969241897162,3.2941586032422885,2.809949270892554,0.5750778152676042,Iris-virginica
5.406758608684835,3.1404959338675162,2.648308780322423,1.4151679082721227,Iris-setosa
4.3845678417830225,2.688650240089703,3.4722261505516907,0.5719580870455664,Iris-versicolor
5.113729967302064,2.8959388748213626,3.692032724469654,1.0357831186096962,Iris-virginica
5.653571377141214,2.753499532670584,3.4836526259529537,0.7611712766174417,Iris-setosa
4.196258382719386,2.705317621527894,2.4662789499800617,1.239489912873196,Iris-versicolor
5.092316929266152,3.4248010485105125,3.455439980243606,1.1668310526434742,Iris-virginica
5.129941397124211,3.1785077429825237,2.8477652497475736,1.5187699721289496,Iris-setosa
5.390911435888655,2.653545202369673,3.8348362744150193,0.7449918005726265,Iris-versicolor
4.381524644560959,3.4497999377166253,3.683299123048424,0.8650625323533143,Iris-virginica
4.339771693457862,3.1536497604383045,3.030060106836322,0.5106181421088463,Iris-setosa
5.260970782808449,3.40643105941948,3.243066541331653,0.7778533699619442,Iris-versicolor
5.148492336616593,3.314814420961806,2.9703932390555243,1.188650246522426,Iris-virginica
